nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	Species
NC_031215	NC_031215_Sigmavirus_shayang	NC_031215_Sigmavirus_shayang	Musca domestica	Musca	China	China	2012	12291	Shayang Fly Virus 2 strain SYY1-8 nucleocapsid (N), ORF2 (ORF2), X protein (X), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_031216	NC_031216_Alphadrosrhavirus_shayang	NC_031216_Alphadrosrhavirus_shayang	Chrysomya megacephala	Chrysomya	China	China	2012	15462	Shayang Fly Virus 3 strain SYY1-1 ORF1 (ORF1), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_031217	NC_031217_Shuangao_Bedbug_Virus_2	NC_031217_Shuangao_Bedbug_Virus_2	Cimex hemipterus	Cimex	China	China	2013	10925	Shuangao Bedbug Virus 2 strain SACC-1 ORF1 (ORF1), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_031093	NC_031093_Sanxia_Water_Strider_Virus_5	NC_031093_Sanxia_Water_Strider_Virus_5	Gerridae	Gerridae	China	China	2013	12978	Sanxia Water Strider Virus 5 strain SXSSP11 nucleocapsid (N), ORF2 (ORF2), ORF3 (ORF3), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_030451	NC_030451_Diachasmimorpha_longicaudata_rhabdovirus	NC_030451_Diachasmimorpha_longicaudata_rhabdovirus	Diachasmimorpha longicaudata	Diachasmimorpha	USA	USA:Florida	2014	13434	Diachasmimorpha longicaudata rhabdovirus isolate UGA, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028867	NC_028867_Fox_fecal_rhabdovirus	NC_028867_Fox_fecal_rhabdovirus	Vulpes vulpes	Vulpes	Spain	Spain	2013	15541	Fox fecal rhabdovirus isolate S40 nucleocapsid protein, phosphoprotein, matrix protein, glycoprotein, alpha 1 protein, alpha 2 protein, alpha 3 protein, and L protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028482	NC_028482_Culicidavirus_imjinense	NC_028482_Culicidavirus_imjinense	Culex bitaeniorhynchus	Culex	South Korea	South Korea: Warrior Base	2012	11877	Imjin River virus 1 strain A12.2496/ROK/2012, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028484	NC_028484_Ohlsrhavirus_tongilchon	NC_028484_Ohlsrhavirus_tongilchon	Culex bitaeniorhynchus	Culex	South Korea	South Korea: Warrior Base	2012	11343	Tongilchon virus 1 strain A12.2676/ROK/2012, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028255	NC_028255_Vesiculovirus_cocal	NC_028255_Vesiculovirus_cocal	NA	NA	Trinidad and Tobago	Trinidad and Tobago: Trinidad	1961	11003	Cocal virus Indiana 2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028259	NC_028259_Mivirus_boleense	NC_028259_Mivirus_boleense	Hyalomma asiaticum	Hyalomma	China	China	2012	11183	Bole Tick Virus 3 strain BL199, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028260	NC_028260_Mivirus_changpingense	NC_028260_Mivirus_changpingense	Dermacentor	Dermacentor	China	China	2012	10877	Changping Tick Virus 2 strain CP1-4, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_028265	NC_028265_Culicidavirus_culicidae	NC_028265_Culicidavirus_culicidae	Culex tritaeniorhynchus	Culex	China	China	2013	12004	Wuhan Mosquito Virus 8 strain XC2-7, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_026732	NC_026732_Sclerotimonavirus_sclerotiniae	NC_026732_Sclerotimonavirus_sclerotiniae	Sclerotinia sclerotiorum	Sclerotinia	USA	USA	2008	10009	Sclerotinia sclerotiorum negative-stranded RNA virus 3 isolate IL1 gp6, gp5, gp4, gp3, gp2, and gp1 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025386	NC_025386_Salem_salemvirus	NC_025386_Salem_salemvirus	Equus caballus	Equus	USA	USA	1992	16698	Salem virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025387	NC_025387_Scophrhavirus_maximus	NC_025387_Scophrhavirus_maximus	Scophthalmus maximus	Scophthalmus	China	China	NA	11492	Scophthalmus maximus rhabdovirus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025393	NC_025393_Almendravirus_arboretum	NC_025393_Almendravirus_arboretum	Culicidae	Culicidae	Peru	Peru	2009	11482	Arboretum virus isolate Lo-121, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025394	NC_025394_Vesiculovirus_perinet	NC_025394_Vesiculovirus_perinet	Culicidae	Culicidae	Madagascar	Madagascar	2008	11103	Perinet virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025395	NC_025395_Almendravirus_almendras	NC_025395_Almendravirus_almendras	Ochlerotatus fulvus	Ochlerotatus	Peru	Peru	2009	11876	Puerto Almendras virus isolate LO-39, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025396	NC_025396_Ephemerovirus_kimberley	NC_025396_Ephemerovirus_kimberley	Bos taurus	Bos	Australia	Australia	1980	15442	Kimberley virus isolate CS368, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025400	NC_025400_Malakal_virus	NC_025400_Malakal_virus	Mansonia uniformis	Mansonia	Sudan	Sudan	1963	15444	Malakal virus isolate SudAr 1169-64, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025406	NC_025406_Cetarhavirus_laganorhynchus	NC_025406_Cetarhavirus_laganorhynchus	Lagenorhynchus albirostris	Lagenorhynchus	Netherlands	Netherlands	1992	11141	Dolphin rhabdovirus isolate pxV1 1992, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025382	NC_025382_Betapaprhavirus_frugiperda	NC_025382_Betapaprhavirus_frugiperda	Spodoptera frugiperda	Spodoptera	USA	USA	2013	13534	Spodoptera frugiperda rhabdovirus isolate Sf, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025384	NC_025384_Merhavirus_tritaeniorhynchus	NC_025384_Merhavirus_tritaeniorhynchus	Culex tritaeniorhynchus	Culex	Japan	Japan: Chiba, Tateyama	NA	11190	Culex tritaeniorhynchus rhabdovirus RNA, complete genome, strain: TY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025341	NC_025341_Ledantevirus_fikirini	NC_025341_Ledantevirus_fikirini	Macronycteris commersoni	Macronycteris	Kenya	Kenya	2011	11139	Fikirini bat rhabdovirus isolate KEN352, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025342	NC_025342_Ledantevirus_kolente	NC_025342_Ledantevirus_kolente	Amblyomma	Amblyomma	Guinea	Guinea	1985	11120	Kolente virus isolate DakAr K7292, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025345	NC_025345_Sunshinevirus_reptilis	NC_025345_Sunshinevirus_reptilis	Aspidites melanocephalus	Aspidites	Australia	Australia	2008	17187	Sunshine virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025356	NC_025356_Sprivivirus_esox	NC_025356_Sprivivirus_esox	Esox lucius	Esox	France	France	1972	11097	Pike fry rhabdovirus isolate F4, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025358	NC_025358_Ephemerovirus_berrimah	NC_025358_Ephemerovirus_berrimah	Bos taurus	Bos	Australia	Australia	1981	15024	Berrimah virus strain DPP 63, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025364	NC_025364_Vesiculovirus_malpais	NC_025364_Vesiculovirus_malpais	Ochlerotatus campestris	Ochlerotatus	USA	USA	1985	11019	Malpais Spring virus strain 85-488NM, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025371	NC_025371_Sprivivirus_esox	NC_025371_Sprivivirus_esox	Tinca tinca	Tinca	Germany	Germany	1982	11082	Tench rhabdovirus S64, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025373	NC_025373_Avian_paraavulavirus_3	NC_025373_Avian_paraavulavirus_3	Meleagris gallopavo	Meleagris	USA	USA: Wisconsin	1968	16182	Avian paramyxovirus 3 strain turkey/Wisconsin/68, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025376	NC_025376_Sprivivirus_esox	NC_025376_Sprivivirus_esox	Ctenopharyngodon idella	Ctenopharyngodon	Germany	Germany	1982	11096	Grass carp rhabdovirus V76, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025378	NC_025378_Vesiculovirus_bogdanovac	NC_025378_Vesiculovirus_bogdanovac	NA	NA	Serbia	Serbia	NA	11202	Yug Bogdanovac virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_025255	NC_025255_Vesiculovirus_maraba	NC_025255_Vesiculovirus_maraba	NA	NA	Brazil	Brazil	NA	11135	Maraba virus from Brazil, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_024473	NC_024473_Vesiculovirus_newjersey	NC_024473_Vesiculovirus_newjersey	Bos taurus	Bos	Honduras	Honduras	1984	11123	Vesicular stomatitis New Jersey virus isolate NJ1184HDB, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_022755	NC_022755_Vesiculovirus_eptesicus	NC_022755_Vesiculovirus_eptesicus	Eptesicus fuscus	Eptesicus	USA	USA	2008	10692	American bat vesiculovirus TFFN-2013 isolate liver2008, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_022581	NC_022581_Perhabdovirus_anguilla	NC_022581_Perhabdovirus_anguilla	Anguilla anguilla	Anguilla	Netherlands	Netherlands	NA	11806	Eel Virus European X complete genome, viral cRNA, isolate 153311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_020805	NC_020805_Vesiculovirus_chandipura	NC_020805_Vesiculovirus_chandipura	Homo sapiens	Homo	India	India: Vadodara, Gujarat	2004	11120	Chandipura virus isolate CIN 0451, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_020806	NC_020806_Vesiculovirus_isfahan	NC_020806_Vesiculovirus_isfahan	Phlebotomus papatasi	Phlebotomus	Iran	Iran:Isfahan province	NA	11088	Isfahan virus N gene, P gene, M gene, G gene and L gene, genomic RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_018381	NC_018381_Cytorhabdovirus_persimmon	NC_018381_Cytorhabdovirus_persimmon	Diospyros kaki	Diospyros	Japan	Japan:Hiroshima	NA	13467	Persimmon virus A viral cRNA, complete genome, clone: Kaki13-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_013955	NC_013955_Hapavirus_ngaingan	NC_013955_Hapavirus_ngaingan	NA	NA	NA	NA	NA	15764	Ngaingan virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_012702	NC_012702_Nyavirus_midwayense	NC_012702_Nyavirus_midwayense	Alectorobius capensis	Alectorobius	Midway Islands	Midway Islands	1966	11752	Midway virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_011532	NC_011532_Cytorhabdovirus_lactucamaculante	NC_011532_Cytorhabdovirus_lactucamaculante	Lactuca sativa	Lactuca	France	France: Valence	NA	12926	Lettuce yellow mottle virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_009609	NC_009609_Dichorhavirus_orchidaceae	NC_009609_Dichorhavirus_orchidaceae	NA	NA	Japan	Japan	NA	6001	Orchid fleck virus genomic RNA, segment RNA 2, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_007642	NC_007642_Cytorhabdovirus_lactucanecante	NC_007642_Cytorhabdovirus_lactucanecante	Allium sativum	Allium	Australia	Australia:Victoria	NA	12807	Lettuce necrotic yellows virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_005974	NC_005974_Gammanucleorhabdovirus_maydis	NC_005974_Gammanucleorhabdovirus_maydis	NA	NA	USA	USA	NA	13782	Maize fine streak virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_001542	NC_001542_Lyssavirus_rabies	NC_001542_Lyssavirus_rabies	NA	NA	NA	NA	NA	11932	Rabies virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC_001560	NC_001560_Vesiculovirus_indiana	NC_001560_Vesiculovirus_indiana	NA	NA	NA	NA	NA	11161	Vesicular stomatitis Indiana virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM744316	OM744316_Apis_rhabdovirus_1	OM744316_Apis_rhabdovirus_1	Apis mellifera	Apis	China	China: Hebei	2016	14594	MAG: Apis rhabdovirus 1 isolate Hebei/2016, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM744317	OM744317_Apis_rhabdovirus_1	OM744317_Apis_rhabdovirus_1	Apis mellifera	Apis	China	China: Shanxi	2018	14582	MAG: Apis rhabdovirus 1 isolate Shanxi/2018, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM744318	OM744318_Apis_rhabdovirus_1	OM744318_Apis_rhabdovirus_1	Apis mellifera	Apis	China	China: Hubei	2017	14589	MAG: Apis rhabdovirus 1 isolate Hubei/2017, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OL774843	OL774843_Sunrhavirus_bimbo	OL774843_Sunrhavirus_bimbo	Euplectes afer	Euplectes	Central African Republic	Central African Republic	1970	10940	Bimbo virus strain DakAnB 1054d, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746379	ON746379_Yushu_Chuvi_tick_virus_1	ON746379_Yushu_Chuvi_tick_virus_1	Dermacentor everestianus	Dermacentor	China	China	2017	10171	MAG: Yushu Chuvi tick virus 1 isolate TIGMIC 1 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746381	ON746381_Zhangye_Chuvi_tick_virus_1	ON746381_Zhangye_Chuvi_tick_virus_1	Argas persicus	Argas	China	China: Gansu	2019	8571	MAG: Zhangye Chuvi tick virus 1 isolate TIGMIC 1 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746382	ON746382_Yanbian_Chuvi_tick_virus_1	ON746382_Yanbian_Chuvi_tick_virus_1	Ixodes persulcatus	Ixodes	China	China: Jilin	2019	11445	MAG: Yanbian Chuvi tick virus 1 isolate TIGMIC 3 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746384	ON746384_Dali_Chuvi_tick_virus_1	ON746384_Dali_Chuvi_tick_virus_1	Haemaphysalis montgomeryi	Haemaphysalis	China	China: Yunnan	2019	11533	MAG: Dali Chuvi tick virus 1 isolate TIGMIC 15 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746385	ON746385_Nanning_Chuvi_tick_virus_2	ON746385_Nanning_Chuvi_tick_virus_2	Amblyomma varanense	Amblyomma	China	China: Guangxi	2019	10932	MAG: Nanning Chuvi tick virus 2 isolate TIGMIC 1 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746523	ON746523_Tongren_Rhabd_tick_virus_1	ON746523_Tongren_Rhabd_tick_virus_1	Haemaphysalis hystricis	Haemaphysalis	China	China: Guizhou	2019	11167	MAG: Tongren Rhabd tick virus 1 isolate TIGMIC 1 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746524	ON746524_Yanbian_Rhabd_tick_virus_3	ON746524_Yanbian_Rhabd_tick_virus_3	Haemaphysalis japonica	Haemaphysalis	China	China: Jilin	2019	11160	MAG: Yanbian Rhabd tick virus 3 isolate TIGMIC 1 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746525	ON746525_Mudanjiang_Rhabd_tick_virus_1	ON746525_Mudanjiang_Rhabd_tick_virus_1	Ixodes persulcatus	Ixodes	China	China: Jilin	2019	13702	MAG: Mudanjiang Rhabd tick virus 1 isolate TIGMIC 7 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746528	ON746528_Yanbian_Rhabd_tick_virus_2	ON746528_Yanbian_Rhabd_tick_virus_2	Haemaphysalis concinna	Haemaphysalis	China	China: Jilin	2019	9153	MAG: Yanbian Rhabd tick virus 2 isolate TIGMIC 3 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746532	ON746532_Lhasa_Rhabd_tick_virus_1	ON746532_Lhasa_Rhabd_tick_virus_1	Alveonasus lahorensis	Alveonasus	China	China: Tibet	1905	13066	MAG: Lhasa Rhabd tick virus 1 isolate TIGMIC 1 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON746534	ON746534_Tongren_Rhabd_tick_virus_2	ON746534_Tongren_Rhabd_tick_virus_2	Haemaphysalis	Haemaphysalis	China	China: Guizhou	2019	10900	MAG: Tongren Rhabd tick virus 2 isolate TIGMIC 2 cRNA sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OM240631	OM240631_Mivirus_sp_	OM240631_Mivirus_sp.	Ixodoidea	Ixodoidea	China	China	2020	11271	Mivirus sp. strain GD-2020, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OP352885	OP352885_Black_currant_cytorhabdovirus_1	OP352885_Black_currant_cytorhabdovirus_1	Ribes nigrum	Ribes	Czech Republic	Czech Republic	2021	12863	Black currant cytorhabdovirus 1 isolate BcCRV1/KB1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON324119	ON324119_jopcycgri_virus_1	ON324119_jopcycgri_virus_1	Cyclopodia greeffi	Cyclopodia	Nigeria	Nigeria	2020	11131	Jopcycgri virus 1 isolate NCg19 nucleoprotein (N), phosphoprotein (P), matrix protein (M), glycoprotein (G), and RNA-dependent RNA polymerase (L) mRNAs, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955141	ON955141_Enontekio_merhavirus	ON955141_Enontekio_merhavirus	Ochlerotatus hexodontus	Ochlerotatus	Finland	Finland: Lappi, Enontekio	2015	10693	MAG: Enontekio merhavirus isolate FIN/L-2018/90, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955142	ON955142_Hattula_rhabdovirus	ON955142_Hattula_rhabdovirus	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Ilomantsi	2015	11971	MAG: Hattula rhabdovirus isolate FIN/PK-2018/62, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955143	ON955143_Inari_rhabdovirus	ON955143_Inari_rhabdovirus	Ochlerotatus excrucians	Ochlerotatus	Finland	Finland: Lappi, Inari	2015	12040	MAG: Inari rhabdovirus isolate FIN/L-2018/84, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ962213	MZ962213_Cytorhabdovirus_fragariarugosus	MZ962213_Cytorhabdovirus_fragariarugosus	Fragaria	Fragaria	Germany	Germany	2000	14547	Strawberry crinkle virus isolate Heidelberg (Hb-A1), complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK167013	OK167013_Vesicular_stomatitis_virus	OK167013_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: AZ	2020	11176	Vesicular stomatitis virus strain Arizona/11834/2020, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK167014	OK167014_Vesicular_stomatitis_virus	OK167014_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: AZ	2020	11176	Vesicular stomatitis virus strain Arizona/14359/2020, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK167015	OK167015_Vesicular_stomatitis_virus	OK167015_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: AZ	2020	11176	Vesicular stomatitis virus strain Arizona/15902/2020, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK167016	OK167016_Vesicular_stomatitis_virus	OK167016_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: KS	2020	11176	Vesicular stomatitis virus strain Kansas/16924/2020, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK167020	OK167020_Vesicular_stomatitis_virus	OK167020_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: KS	2020	11176	Vesicular stomatitis virus strain Kansas/18790-3/2020, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK167022	OK167022_Vesicular_stomatitis_virus	OK167022_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: KS	2020	11176	Vesicular stomatitis virus strain Kansas/18790-9/2020, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK167029	OK167029_Vesicular_stomatitis_virus	OK167029_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: KS	2020	11176	Vesicular stomatitis virus strain Kansas/19773/2020, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OK167030	OK167030_Vesicular_stomatitis_virus	OK167030_Vesicular_stomatitis_virus	Equus caballus	Equus	USA	USA: MO	2020	11176	Vesicular stomatitis virus strain Missouri/19926/2020, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZ687779	MZ687779_Ephemerovirus_febris	MZ687779_Ephemerovirus_febris	NA	NA	Iran	Iran	2013	14843	Bovine ephemeral fever virus strain BA/RZ/IR, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON860454	ON860454_Hedemora_virus	ON860454_Hedemora_virus	Mideopsis sp.	Mideopsis	Sweden	Sweden	2020	16014	MAG: Hedemora virus isolate k119_6373 RNA-dependent RNA polymerase (RdRp) gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON860459	ON860459_Malby_virus	ON860459_Malby_virus	Ochlerotatus communis	Ochlerotatus	Sweden	Sweden	2020	6320	MAG: Malby virus isolate k119_10539 RNA-dependent RNA polymerase (RdRp) gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955147	ON955147_Hattula_chuvirus	ON955147_Hattula_chuvirus	Ochlerotatus pullatus	Ochlerotatus	Finland	Finland: Kanta-Hame, Hattula	2015	4100	MAG: Hattula chuvirus isolate FIN/KH-2018/29 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955148	ON955148_Hattula_chuvirus	ON955148_Hattula_chuvirus	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Keski-Pohjanmaa, Lestijarvi	2015	6896	MAG: Hattula chuvirus isolate FIN/KP-2018/32 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955149	ON955149_Hattula_chuvirus	ON955149_Hattula_chuvirus	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Keski-Suomi, Karstula	2015	6876	MAG: Hattula chuvirus isolate FIN/KS-2018/35 RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955152	ON955152_Hattula_chuvirus	ON955152_Hattula_chuvirus	Ochlerotatus hexodontus	Ochlerotatus	Finland	Finland: Lappi, Enontekio	2015	7003	MAG: Hattula chuvirus isolate FIN/L-2018/02 putative RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955153	ON955153_Hattula_chuvirus	ON955153_Hattula_chuvirus	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Pohjois-Karjala, Joensuu	2015	6905	MAG: Hattula chuvirus isolate FIN/PK-2018/74 putative RNA-dependent RNA polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955154	ON955154_Hattula_chuvirus	ON955154_Hattula_chuvirus	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Pohjois-Pohjanmaa, Kalajoki	2015	4678	MAG: Hattula chuvirus isolate FIN/PP-2018/10-1 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955246	ON955246_Hattula_rhabdovirus	ON955246_Hattula_rhabdovirus	Ochlerotatus hexodontus	Ochlerotatus	Finland	Finland: Lappi, Inari	2015	5230	MAG: Hattula rhabdovirus isolate FIN/L-2018/86-2 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955251	ON955251_Joutseno_rhabdovirus_1	ON955251_Joutseno_rhabdovirus_1	Ochlerotatus communis	Ochlerotatus	Finland	Finland: Etela-Karjala, Joutseno	2017	1032	MAG: Joutseno rhabdovirus 1 isolate FIN/EK-2018/91 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955253	ON955253_Ohlsrhavirus_ohlsdorf	ON955253_Ohlsrhavirus_ohlsdorf	Ochlerotatus excrucians	Ochlerotatus	Finland	Finland: Lappi, Inari	2015	5824	MAG: Ohlsdorf virus isolate FIN/L-2018/07 putative glycoprotein and putative RNA-dependent RNA polymerase genes, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955254	ON955254_Ohlsrhavirus_ohlsdorf	ON955254_Ohlsrhavirus_ohlsdorf	Ochlerotatus excrucians	Ochlerotatus	Finland	Finland: Lappi, Inari	2015	9740	MAG: Ohlsdorf virus isolate FIN/L-2018/84 hypothetical protein, matrix protein, putative glycoprotein, and putative RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ON955255	ON955255_Enontekio_anphevirus_1	ON955255_Enontekio_anphevirus_1	Ochlerotatus hexodontus	Ochlerotatus	Finland	Finland: Lappi, Enontekio	2015	1109	MAG: Enontekio anphevirus 1 isolate FIN/L-2018/90 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
