nt_uid	nt_accession	nt_organism	nt_title	nt_slen	tax_id	total_number_of_sequences	input_tax_id
1110862335	KX882766	Hubei sobemo-like virus 41	Hubei sobemo-like virus 41 strain 3mos6151 hypothetical protein genes, complete cds	2787	1923229	3	1923229
1125811728	NC_032191	Hubei sobemo-like virus 47	Hubei sobemo-like virus 47 strain spider133229 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	2721	1923235	2	1923235
1110862650	KX882871	Hubei sobemo-like virus 47	Hubei sobemo-like virus 47 strain spider133229 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	2721	1923235	2	1923235
1132371044	NC_032988	Hubei tombus-like virus 20	Hubei tombus-like virus 20 strain spider131362 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	4854	1923267	2	1923267
1110863491	KX883163	Hubei tombus-like virus 20	Hubei tombus-like virus 20 strain spider131362 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	4854	1923267	2	1923267
2168954823	MZ209781	Wuhan insect virus 33	MAG: Wuhan insect virus 33 isolate YZZGZ220875, complete genome	10282	1923736	6	1923736
1990389947	MW434105	Wuhan insect virus 33	MAG: Wuhan insect virus 33 isolate CMS002_044b_WVAL genomic sequence, sequence	7060	1923736	6	1923736
1820144737	MN784058	Wuhan insect virus 33	Wuhan insect virus 33 strain WIV33 205541 hypothetical protein gene, partial cds; and hypothetical protein gene, complete cds	8969	1923736	6	1923736
1147809757	NC_033722	Wuhan insect virus 33	Wuhan insect virus 33 strain WHCCII11871 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	10232	1923736	6	1923736
1110866708	KX884304	Wuhan insect virus 33	Wuhan insect virus 33 strain WHYY3291 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	8988	1923736	6	1923736
1110866630	KX884274	Wuhan insect virus 33	Wuhan insect virus 33 strain WHCCII11871 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	10232	1923736	6	1923736
1147809793	NC_033734	Xinzhou nematode virus 7	Xinzhou nematode virus 7 strain XZSJSC65582 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	3243	1923775	2	1923775
1110863867	KX883280	Xinzhou nematode virus 7	Xinzhou nematode virus 7 strain XZSJSC65582 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	3243	1923775	2	1923775
2280597671	OL700098	Zhejiang mosquito virus 3	MAG: Zhejiang mosquito virus 3 isolate XY152159 RNA-dependent RNA polymerase mRNA, partial cds	3205	1923779	11	1923779
1126394568	NC_032491	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain mosZJ35354 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	3226	1923779	11	1923779
1207104400	MF176385	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain mosWSX30527 hypothetical protein gene, complete cds; and RdRp gene, partial cds	3213	1923779	11	1923779
1207104346	MF176365	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain mosWSgb60649, complete genome	3205	1923779	11	1923779
1207104294	MF176344	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain mosWSB69828, complete genome	3205	1923779	11	1923779
1207104196	MF176306	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain mos191gb28165, complete genome	3205	1923779	11	1923779
1207104119	MF176278	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain mos172X32540, complete genome	3205	1923779	11	1923779
1207104062	MF176257	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain mos172gb64956 hypothetical protein gene, complete cds; and RdRp gene, partial cds	3205	1923779	11	1923779
1110864623	KX883538	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain mosZJ35354 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds	3226	1923779	11	1923779
1110864620	KX883537	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain mosHB236413 hypothetical protein gene, complete cds; and RNA-dependent RNA polymerase gene, partial cds	3216	1923779	11	1923779
1110864379	KX883461	Zhejiang mosquito virus 3	Zhejiang mosquito virus 3 strain 3mos6196 hypothetical protein gene, complete cds; and RNA-dependent RNA polymerase gene, partial cds	3220	1923779	11	1923779
1111663562	KX924629	Salarivirus Mos8CM0	Salarivirus Mos8CM0 segment S nucleocapsid gene, complete cds	1592	1925501	3	1925501
1111663560	KX924628	Salarivirus Mos8CM0	Salarivirus Mos8CM0 segment M hypothetical protein gene, partial cds	1854	1925501	3	1925501
1111663558	KX924627	Salarivirus Mos8CM0	Salarivirus Mos8CM0 segment L RNA-dependent RNA polymerase gene, partial cds	7896	1925501	3	1925501
2111843071	MZ771230	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate IA clone IA4 PB2 polymerase gene, partial cds	526	1955168	18	1955168
2111843029	MZ771229	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate IA clone IA3 PB1 polymerase gene, partial cds	1629	1955168	18	1955168
2111842978	MZ771228	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate IA clone IA2 PA polymerase gene, partial cds	1412	1955168	18	1955168
2111842976	MZ771227	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate IA clone IA1 nucleoprotein gene, partial cds	196	1955168	18	1955168
2183430692	MW317143	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate LS_82 PB1 gene, complete cds	2463	1955168	18	1955168
2096926382	MZ363954	Orthomyxoviridae sp.	Orthomyxoviridae sp. isolate 208825 matrix-like protein gene, complete cds	906	1955168	18	1955168
2096926380	MZ363953	Orthomyxoviridae sp.	Orthomyxoviridae sp. isolate 208825 nucleoprotein gene, complete cds	1323	1955168	18	1955168
2096926378	MZ363952	Orthomyxoviridae sp.	Orthomyxoviridae sp. isolate 208825 glycoprotein gene, complete cds	1551	1955168	18	1955168
2096926376	MZ363951	Orthomyxoviridae sp.	Orthomyxoviridae sp. isolate 208825 PA gene, complete cds	1966	1955168	18	1955168
2096926374	MZ363950	Orthomyxoviridae sp.	Orthomyxoviridae sp. isolate 208825 PB1 gene, complete cds	2184	1955168	18	1955168
2096926372	MZ363949	Orthomyxoviridae sp.	Orthomyxoviridae sp. isolate 208825 PB2 gene, complete cds	2503	1955168	18	1955168
2080077674	MZ600208	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate L8 nucleocapsid protein gene, partial cds	823	1955168	18	1955168
2080077645	MZ600207	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate L8 polymerase PA gene, partial cds	1059	1955168	18	1955168
2080077615	MZ600206	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate L8 polymerase PB2 gene, partial cds	1430	1955168	18	1955168
2080077590	MZ600205	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate L6 polymerase PA gene, complete cds	2172	1955168	18	1955168
2080077555	MZ600204	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate L6 polymerase PB2 gene, complete cds	1774	1955168	18	1955168
2080077544	MZ600203	Orthomyxoviridae sp.	MAG: Orthomyxoviridae sp. isolate L6 nucleocapsid protein gene, complete cds	1329	1955168	18	1955168
2037123935	MW199253	Orthomyxoviridae sp.	Orthomyxoviridae sp. isolate L8h PB1 gene, complete cds	2428	1955168	18	1955168
2252838560	ON050963	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s99-k141_1193810 putative RNA-dependent RNA polymerase gene, partial cds	1024	1955170	529	1955170
2252838558	ON050962	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s81-k141_901586 putative RNA-dependent RNA polymerase gene, partial cds	1117	1955170	529	1955170
2252838556	ON050961	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s80-k141_1061672 putative RNA-dependent RNA polymerase gene, partial cds	1030	1955170	529	1955170
2252838554	ON050960	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s80-k141_774520 putative RNA-dependent RNA polymerase gene, partial cds	1195	1955170	529	1955170
2252838552	ON050959	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s80-k141_459194 putative RNA-dependent RNA polymerase gene, partial cds	1002	1955170	529	1955170
2252838550	ON050958	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s79-k141_689771 putative RNA-dependent RNA polymerase gene, partial cds	1764	1955170	529	1955170
2252838548	ON050944	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s63-k141_545313 putative RNA-dependent RNA polymerase gene, partial cds	1137	1955170	529	1955170
2252838546	ON050934	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s62-k141_941960 putative RNA-dependent RNA polymerase gene, partial cds	1122	1955170	529	1955170
2252838544	ON050920	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s61-k141_826452 putative RNA-dependent RNA polymerase gene, partial cds	1302	1955170	529	1955170
2252838542	ON050917	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s61-k141_675300 putative RNA-dependent RNA polymerase gene, partial cds	1043	1955170	529	1955170
2252838540	ON050914	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s61-k141_488652 putative RNA-dependent RNA polymerase gene, partial cds	1098	1955170	529	1955170
2252838538	ON050911	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s59-k141_983714 putative RNA-dependent RNA polymerase gene, partial cds	1105	1955170	529	1955170
2252838536	ON050910	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s58-k141_902045 putative RNA-dependent RNA polymerase gene, partial cds	1441	1955170	529	1955170
2252838534	ON050902	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s55-k141_844892 putative RNA-dependent RNA polymerase gene, partial cds	1194	1955170	529	1955170
2252838532	ON050900	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s55-k141_283216 putative RNA-dependent RNA polymerase gene, partial cds	1343	1955170	529	1955170
2252838530	ON050898	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s51-k141_1143935 putative RNA-dependent RNA polymerase gene, partial cds	1083	1955170	529	1955170
2252838528	ON050896	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s48-k141_1005586 putative RNA-dependent RNA polymerase gene, partial cds	1125	1955170	529	1955170
2252838526	ON050894	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s44-k141_321181 putative RNA-dependent RNA polymerase gene, partial cds	1461	1955170	529	1955170
2252838524	ON050893	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s44-k141_114994 putative RNA-dependent RNA polymerase gene, partial cds	1030	1955170	529	1955170
2252838522	ON050892	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s43-k141_951074 putative RNA-dependent RNA polymerase gene, partial cds	1051	1955170	529	1955170
2252838520	ON050889	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s43-k141_717692 putative RNA-dependent RNA polymerase gene, partial cds	1270	1955170	529	1955170
2252838518	ON050888	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s43-k141_239298 putative RNA-dependent RNA polymerase gene, partial cds	1478	1955170	529	1955170
2252838516	ON050887	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s41-k141_305390 putative RNA-dependent RNA polymerase gene, partial cds	1346	1955170	529	1955170
2252838514	ON050882	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s21-k141_847227 putative RNA-dependent RNA polymerase gene, partial cds	1566	1955170	529	1955170
2252838512	ON050881	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s20-k141_514256 putative RNA-dependent RNA polymerase gene, partial cds	1443	1955170	529	1955170
2252838510	ON050880	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s20-k141_176012 putative RNA-dependent RNA polymerase gene, partial cds	1017	1955170	529	1955170
2252838508	ON050874	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s15-k141_1271474 putative RNA-dependent RNA polymerase gene, partial cds	1173	1955170	529	1955170
2252838506	ON050873	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s15-k141_1177107 putative RNA-dependent RNA polymerase gene, partial cds	1145	1955170	529	1955170
2252838504	ON050869	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s15-k141_323798 putative RNA-dependent RNA polymerase gene, partial cds	1053	1955170	529	1955170
2252838502	ON050865	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s14-k141_1011851 putative RNA-dependent RNA polymerase gene, partial cds	1133	1955170	529	1955170
2252838500	ON050848	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s3-k141_750474 putative RNA-dependent RNA polymerase gene, partial cds	1065	1955170	529	1955170
2252838498	ON050847	Partitiviridae sp.	MAG: Partitiviridae sp. isolate s3-k141_615923 putative RNA-dependent RNA polymerase gene, partial cds	1056	1955170	529	1955170
2252838496	ON050841	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R114-k141_242556 putative RNA-dependent RNA polymerase gene, partial cds	1064	1955170	529	1955170
2252838494	ON050840	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R114-k141_210364 putative RNA-dependent RNA polymerase gene, partial cds	1091	1955170	529	1955170
2252838492	ON050838	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R114-k141_108992 putative RNA-dependent RNA polymerase gene, partial cds	1064	1955170	529	1955170
2252838490	ON050837	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R114-k141_67789 putative RNA-dependent RNA polymerase gene, partial cds	1205	1955170	529	1955170
2252838488	ON050836	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R113-k141_83253 putative RNA-dependent RNA polymerase gene, partial cds	1210	1955170	529	1955170
2252838486	ON050835	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R112-k141_568726 putative RNA-dependent RNA polymerase gene, partial cds	1073	1955170	529	1955170
2252838484	ON050834	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R112-k141_556446 putative RNA-dependent RNA polymerase gene, partial cds	1041	1955170	529	1955170
2252838482	ON050831	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R96-k141_84157_2 putative RNA-dependent RNA polymerase gene, partial cds	1696	1955170	529	1955170
2252838480	ON050830	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R96-k141_80072 putative RNA-dependent RNA polymerase gene, partial cds	1111	1955170	529	1955170
2252838478	ON050829	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R95-k141_282994 putative RNA-dependent RNA polymerase gene, partial cds	1102	1955170	529	1955170
2252838476	ON050828	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R95-k141_201174 putative RNA-dependent RNA polymerase gene, partial cds	1352	1955170	529	1955170
2252838474	ON050824	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R94-k141_51108_2 putative RNA-dependent RNA polymerase gene, complete cds	1870	1955170	529	1955170
2252838472	ON050822	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R88-k141_281612 putative RNA-dependent RNA polymerase gene, partial cds	1018	1955170	529	1955170
2252838470	ON050821	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R86-k141_644494 putative RNA-dependent RNA polymerase gene, partial cds	1021	1955170	529	1955170
2252838468	ON050820	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R69-k141_34283_2 putative RNA-dependent RNA polymerase gene, complete cds	2787	1955170	529	1955170
2252838466	ON050816	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R49-k141_677150 putative RNA-dependent RNA polymerase gene, partial cds	1140	1955170	529	1955170
2252838464	ON050814	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R40-k141_606938 putative RNA-dependent RNA polymerase gene, partial cds	1271	1955170	529	1955170
2252838462	ON050812	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R40-k141_498489 putative RNA-dependent RNA polymerase gene, partial cds	1360	1955170	529	1955170
2252838460	ON050807	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R29-k141_216017 putative RNA-dependent RNA polymerase gene, partial cds	1092	1955170	529	1955170
2252838458	ON050804	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R24-k141_35517 putative RNA-dependent RNA polymerase gene, partial cds	1392	1955170	529	1955170
2252838456	ON050799	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R19-k141_721362 putative RNA-dependent RNA polymerase gene, partial cds	1093	1955170	529	1955170
2252838454	ON050797	Partitiviridae sp.	MAG: Partitiviridae sp. isolate R17-k141_532443 putative RNA-dependent RNA polymerase gene, partial cds	1261	1955170	529	1955170
