sample_id	'ref_id	'total_reads	'mapped_reads	'average_cov	'norm_average_cov	'percentage_covered	'mosquito_id	'genus_species	'Location	'Batch	'LibPool	'percentage_mapped	'rRNA	'Batch_rounded
F1431	'Culex_quinquefasciatus_18S_AAWU01003351	'13730062	'780	'30.9153638814016	'2.25165508221315	'94.23	'F1431	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.00568096487838147	'18S	'8
F1432	'Culex_quinquefasciatus_18S_AAWU01003351	'13950214	'742	'29.4420485175202	'2.11050873610399	'92.51	'F1432	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.00531891482094827	'18S	'8
F1433	'Culex_quinquefasciatus_18S_AAWU01003351	'10259524	'297	'11.8080862533693	'1.15093899613367	'92.24	'F1433	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.00289487114606876	'18S	'8
F1570	'Culex_quinquefasciatus_18S_AAWU01003351	'8879140	'592	'23.2819407008086	'2.62209411055672	'93.69	'F1570	'Culex quinquefasciatus	'Preah Vihear	'1.3	'1	'0.00666731237484711	'18S	'1
F1571	'Culex_quinquefasciatus_18S_AAWU01003351	'2251234	'3028	'151.403773584906	'67.2536811299517	'98.06	'F1571	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'0.134504009800847	'18S	'11
F1572	'Culex_quinquefasciatus_18S_AAWU01003351	'9259096	'22180	'872.609703504043	'94.2435096799993	'98.76	'F1572	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.239548223714281	'18S	'11
F1573	'Culex_quinquefasciatus_18S_AAWU01003351	'7579068	'12379	'489.264150943396	'64.5546590878187	'96.87	'F1573	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.163331428085881	'18S	'11
F1574	'Culex_quinquefasciatus_18S_AAWU01003351	'7376686	'8024	'317.162264150943	'42.9952236208703	'96.82	'F1574	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.108775132898432	'18S	'11
F1575	'Culex_quinquefasciatus_18S_AAWU01003351	'10906838	'18836	'743.891105121294	'68.2041032535088	'99.08	'F1575	'Culex quinquefasciatus	'Preah Vihear	'1.3	'2	'0.172698998554852	'18S	'1
F1576	'Culex_quinquefasciatus_18S_AAWU01003351	'4569390	'287	'14.4393530997305	'3.16001766094171	'86.36	'F1576	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'0.00628092590039371	'18S	'11
F1577	'Culex_quinquefasciatus_18S_AAWU01003351	'6364464	'693	'27.2851752021563	'4.2871128192659	'94.72	'F1577	'Culex quinquefasciatus	'Preah Vihear	'4.1	'4	'0.0108885838618932	'18S	'4
F1578	'Culex_quinquefasciatus_18S_AAWU01003351	'11003738	'37369	'1476.60107816712	'134.190861157101	'99.68	'F1578	'Culex quinquefasciatus	'Preah Vihear	'2.2	'3	'0.339602778619411	'18S	'2
F1579	'Culex_quinquefasciatus_18S_AAWU01003351	'6606958	'5505	'217.559568733154	'32.9288560231734	'96.55	'F1579	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.0833212501123815	'18S	'11
F1580	'Culex_quinquefasciatus_18S_AAWU01003351	'11768228	'15589	'615.818867924528	'52.3289375362653	'99.46	'F1580	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.132466842076819	'18S	'11
F1581	'Culex_quinquefasciatus_18S_AAWU01003351	'10261990	'10290	'406.194070080863	'39.5823880242392	'98.65	'F1581	'Culex quinquefasciatus	'Preah Vihear	'11.2	'11	'0.100272949008915	'18S	'11
F1582	'Culex_quinquefasciatus_18S_AAWU01003351	'13309688	'351025	'13493.6690026954	'1013.82308906831	'90.3	'F1582	'Culex quinquefasciatus	'Preah Vihear	'2.1	'2	'2.63736460238587	'18S	'2
F1040	'Culex_quinquefasciatus_28S_AAWU01040617	'12028414	'11975	'220.205661322645	'18.3071235594855	'97.32	'F1040	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.0995559348057026	'28S	'6
F1041	'Culex_quinquefasciatus_28S_AAWU01040617	'20481086	'9643	'175.921342685371	'8.58945383488799	'94.74	'F1041	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.0470824642794821	'28S	'6
F1112	'Culex_quinquefasciatus_28S_AAWU01040617	'14246366	'348182	'6452.32990981964	'452.910581534943	'98.02	'F1112	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'2.44400572047637	'28S	'1
F1113	'Culex_quinquefasciatus_28S_AAWU01040617	'18098034	'5154921	'93003.7655310621	'5138.8877670946	'96.99	'F1113	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'28.4833203429721	'28S	'16
F1114	'Culex_quinquefasciatus_28S_AAWU01040617	'24343352	'199559	'3675.57239478958	'150.988754333815	'50.78	'F1114	'Culex quinquefasciatus	'Sihanuokville	'16.1	'19	'0.819767959646642	'28S	'16
F1115	'Culex_quinquefasciatus_28S_AAWU01040617	'17305090	'1563757	'28366.0846693387	'1639.17579563809	'79.53	'F1115	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'9.03639911725394	'28S	'16
F1116	'Culex_quinquefasciatus_28S_AAWU01040617	'15483022	'4324513	'77978.3835170341	'5036.3800759977	'95.67	'F1116	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'27.9306778741256	'28S	'16
F1117	'Culex_quinquefasciatus_28S_AAWU01040617	'13828150	'338142	'6251.24248496994	'452.066435855117	'82.59	'F1117	'Culex quinquefasciatus	'Sihanuokville	'16.1	'16	'2.44531625705535	'28S	'16
F1118	'Culex_quinquefasciatus_28S_AAWU01040617	'9725192	'1134868	'20997.623246493	'2159.09601028884	'98.7	'F1118	'Culex quinquefasciatus	'Sihanuokville	'2.2	'3	'11.6693634429017	'28S	'2
F1119	'Culex_quinquefasciatus_28S_AAWU01040617	'25874528	'1686179	'30654.74749499	'1184.74615247049	'86.45	'F1119	'Culex quinquefasciatus	'Sihanuokville	'16.1	'18	'6.51675269206843	'28S	'16
F1120	'Culex_quinquefasciatus_28S_AAWU01040617	'12466052	'292129	'5368.43912825651	'430.644692341771	'89.23	'F1120	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'2.34339628937855	'28S	'16
F1121	'Culex_quinquefasciatus_28S_AAWU01040617	'16470790	'766078	'13917.3870240481	'844.973861244548	'79.21	'F1121	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'4.65113088078957	'28S	'16
F1122	'Culex_quinquefasciatus_28S_AAWU01040617	'11157518	'34975	'643.538326653307	'57.6775521808082	'62.25	'F1122	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.313465772584906	'28S	'16
F1123	'Culex_quinquefasciatus_28S_AAWU01040617	'10256232	'20724	'380.51503006012	'37.1008602438128	'44.71	'F1123	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0.202062511846456	'28S	'16
F1124	'Culex_quinquefasciatus_28S_AAWU01040617	'12021780	'2007442	'37229.4328657315	'3096.83198875137	'97.52	'F1124	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'16.6983757812903	'28S	'1
F1125	'Culex_quinquefasciatus_28S_AAWU01040617	'16497486	'2940655	'53699.1485470942	'3254.98979342029	'81.24	'F1125	'Culex quinquefasciatus	'Sihanuokville	'16.2	'18	'17.8248673767627	'28S	'16
F1126	'Culex_quinquefasciatus_28S_AAWU01040617	'17467986	'7439684	'133907.359468938	'7665.8728412616	'96.67	'F1126	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'42.5903936492736	'28S	'16
F1419	'Culex_quinquefasciatus_28S_AAWU01040617	'10467082	'492385	'9125.55285571142	'871.833511547098	'100	'F1419	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'4.70412861960955	'28S	'1
F1420	'Culex_quinquefasciatus_28S_AAWU01040617	'7735716	'2028110	'37581.1460420842	'4858.13414583526	'89.88	'F1420	'Culex quinquefasciatus	'Kompong Thom	'17	'19	'26.2174826480186	'28S	'17
F1422	'Culex_quinquefasciatus_28S_AAWU01040617	'10380018	'775	'13.6362725450902	'1.31370413279536	'97.44	'F1422	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'0.00746626836292577	'28S	'1
F1423	'Culex_quinquefasciatus_28S_AAWU01040617	'10877274	'192591	'3521.9498997996	'323.789756495938	'99.35	'F1423	'Culex quinquefasciatus	'Kompong Thom	'1.2	'2	'1.77058148944303	'28S	'1
F1424	'Culex_quinquefasciatus_28S_AAWU01040617	'9049102	'154902	'2823.40130260521	'312.009004054238	'99.72	'F1424	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'1.71179416476906	'28S	'8
F1425	'Culex_quinquefasciatus_28S_AAWU01040617	'7369288	'3677	'67.0538577154309	'9.09909583061903	'60.12	'F1425	'Culex quinquefasciatus	'Kompong Thom	'5.2	'5	'0.0498962722043161	'28S	'5
F1426	'Culex_quinquefasciatus_28S_AAWU01040617	'10742078	'18348	'336.97369739479	'31.3695075938556	'81.49	'F1426	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.170804941092403	'28S	'8
F1427	'Culex_quinquefasciatus_28S_AAWU01040617	'7123788	'739286	'13413.1715931864	'1882.87068525711	'99.57	'F1427	'Culex quinquefasciatus	'Kompong Thom	'5.1	'5	'10.3777091625972	'28S	'5
F1428	'Culex_quinquefasciatus_28S_AAWU01040617	'9819224	'457695	'8428.0999498998	'858.326477723677	'96.97	'F1428	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'4.66121355414644	'28S	'8
F1429	'Culex_quinquefasciatus_28S_AAWU01040617	'18494922	'213267	'3921.01753507014	'212.005086318836	'97.7	'F1429	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'1.15311110801116	'28S	'8
F1430	'Culex_quinquefasciatus_28S_AAWU01040617	'14943292	'3018083	'55809.6445390782	'3734.76236287681	'98.05	'F1430	'Culex quinquefasciatus	'Kompong Thom	'2.1	'2	'20.196908418841	'28S	'2
F1431	'Culex_quinquefasciatus_28S_AAWU01040617	'13730062	'1048179	'19279.1623246493	'1404.15697501215	'97.87	'F1431	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'7.6341898528936	'28S	'8
F1432	'Culex_quinquefasciatus_28S_AAWU01040617	'13950214	'676701	'12479.1898797595	'894.55185990405	'99.62	'F1432	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'4.85082881165837	'28S	'8
F1433	'Culex_quinquefasciatus_28S_AAWU01040617	'10259524	'540613	'9966.59018036072	'971.447620801971	'98.17	'F1433	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'5.26937701983055	'28S	'8
F1570	'Culex_quinquefasciatus_28S_AAWU01040617	'8879140	'1801601	'33261.1863727455	'3745.99188353213	'98.27	'F1570	'Culex quinquefasciatus	'Preah Vihear	'1.3	'1	'20.2902645976975	'28S	'1
F1571	'Culex_quinquefasciatus_28S_AAWU01040617	'2251234	'448002	'11790.9423847695	'5237.54633448568	'97.67	'F1571	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'19.9002857988108	'28S	'11
F1572	'Culex_quinquefasciatus_28S_AAWU01040617	'9259096	'2717494	'49170.8381763527	'5310.5441585607	'99.97	'F1572	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'29.3494526895498	'28S	'11
F1573	'Culex_quinquefasciatus_28S_AAWU01040617	'7579068	'2492421	'45630.7652805611	'6020.63014615532	'99.02	'F1573	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'32.8855869877404	'28S	'11
F1574	'Culex_quinquefasciatus_28S_AAWU01040617	'7376686	'2829145	'51637.625250501	'7000.1116016733	'99.97	'F1574	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'38.3525203594134	'28S	'11
F1575	'Culex_quinquefasciatus_28S_AAWU01040617	'10906838	'1180842	'21850.4316132265	'2003.36996049877	'100	'F1575	'Culex quinquefasciatus	'Preah Vihear	'1.3	'2	'10.8266208776549	'28S	'1
F1576	'Culex_quinquefasciatus_28S_AAWU01040617	'4569390	'113365	'3020.52580160321	'661.034799306517	'96.42	'F1576	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'2.48096573065551	'28S	'11
F1577	'Culex_quinquefasciatus_28S_AAWU01040617	'6364464	'549938	'10189.870991984	'1601.05721267085	'96.94	'F1577	'Culex quinquefasciatus	'Preah Vihear	'4.1	'4	'8.64075906470678	'28S	'4
F1578	'Culex_quinquefasciatus_28S_AAWU01040617	'11003738	'1524491	'28156.3208917836	'2558.79601020886	'100	'F1578	'Culex quinquefasciatus	'Preah Vihear	'2.2	'3	'13.8543011474828	'28S	'2
F1579	'Culex_quinquefasciatus_28S_AAWU01040617	'6606958	'2325304	'42632.74498998	'6452.70410224796	'99.25	'F1579	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'35.1947749630011	'28S	'11
F1580	'Culex_quinquefasciatus_28S_AAWU01040617	'11768228	'3143680	'57362.6595691383	'4874.36677545152	'99.97	'F1580	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'26.713282577462	'28S	'11
F1581	'Culex_quinquefasciatus_28S_AAWU01040617	'10261990	'2403912	'44093.2369739479	'4296.75306387435	'99.97	'F1581	'Culex quinquefasciatus	'Preah Vihear	'11.2	'11	'23.4253979978542	'28S	'11
F1582	'Culex_quinquefasciatus_28S_AAWU01040617	'13309688	'1370009	'24797.8176352705	'1863.14041585877	'98	'F1582	'Culex quinquefasciatus	'Preah Vihear	'2.1	'2	'10.2933216766614	'28S	'2
F1040	'Culex_quinquefasciatus_5p8S_GU562872	'12028414	'1	'0.487012987012987	'0.0404885454568646	'48.7	'F1040	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'8.31364800047621e-06	'5.8S	'6
F1041	'Culex_quinquefasciatus_5p8S_GU562872	'20481086	'2	'0.974025974025974	'0.0475573401735618	'78.57	'F1041	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'9.76510718230469e-06	'5.8S	'6
F1112	'Culex_quinquefasciatus_5p8S_GU562872	'14246366	'5	'1.99350649350649	'0.139930877355425	'86.36	'F1112	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'3.50966695647157e-05	'5.8S	'1
F1113	'Culex_quinquefasciatus_5p8S_GU562872	'18098034	'0	'0	'0	'0	'F1113	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0	'5.8S	'16
F1114	'Culex_quinquefasciatus_5p8S_GU562872	'24343352	'0	'0	'0	'0	'F1114	'Culex quinquefasciatus	'Sihanuokville	'16.1	'19	'0	'5.8S	'16
F1115	'Culex_quinquefasciatus_5p8S_GU562872	'17305090	'0	'0	'0	'0	'F1115	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'0	'5.8S	'16
F1116	'Culex_quinquefasciatus_5p8S_GU562872	'15483022	'3	'1.30519480519481	'0.0842984531827705	'43.51	'F1116	'Culex quinquefasciatus	'Sihanuokville	'16.1	'17	'1.93760623733532e-05	'5.8S	'16
F1117	'Culex_quinquefasciatus_5p8S_GU562872	'13828150	'0	'0	'0	'0	'F1117	'Culex quinquefasciatus	'Sihanuokville	'16.1	'16	'0	'5.8S	'16
F1118	'Culex_quinquefasciatus_5p8S_GU562872	'9725192	'166	'79.5064935064935	'8.17531350604631	'94.81	'F1118	'Culex quinquefasciatus	'Sihanuokville	'2.2	'3	'0.00170690717468611	'5.8S	'2
F1119	'Culex_quinquefasciatus_5p8S_GU562872	'25874528	'0	'0	'0	'0	'F1119	'Culex quinquefasciatus	'Sihanuokville	'16.1	'18	'0	'5.8S	'16
F1120	'Culex_quinquefasciatus_5p8S_GU562872	'12466052	'6	'2.72727272727273	'0.218775978735908	'91.56	'F1120	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'4.81307153218998e-05	'5.8S	'16
F1121	'Culex_quinquefasciatus_5p8S_GU562872	'16470790	'0	'0	'0	'0	'F1121	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'0	'5.8S	'16
F1122	'Culex_quinquefasciatus_5p8S_GU562872	'11157518	'0	'0	'0	'0	'F1122	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0	'5.8S	'16
F1123	'Culex_quinquefasciatus_5p8S_GU562872	'10256232	'0	'0	'0	'0	'F1123	'Culex quinquefasciatus	'Sihanuokville	'16.2	'16	'0	'5.8S	'16
F1124	'Culex_quinquefasciatus_5p8S_GU562872	'12021780	'7	'3.21428571428571	'0.267371862925932	'95.45	'F1124	'Culex quinquefasciatus	'Sihanuokville	'1.3	'1	'5.82276501483141e-05	'5.8S	'1
F1125	'Culex_quinquefasciatus_5p8S_GU562872	'16497486	'0	'0	'0	'0	'F1125	'Culex quinquefasciatus	'Sihanuokville	'16.2	'18	'0	'5.8S	'16
F1126	'Culex_quinquefasciatus_5p8S_GU562872	'17467986	'6	'2.68831168831169	'0.15389934983413	'53.9	'F1126	'Culex quinquefasciatus	'Sihanuokville	'16.2	'17	'3.43485505426899e-05	'5.8S	'16
F1419	'Culex_quinquefasciatus_5p8S_GU562872	'10467082	'8	'3.88311688311688	'0.370983707122662	'88.96	'F1419	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'7.64300881563744e-05	'5.8S	'1
F1420	'Culex_quinquefasciatus_5p8S_GU562872	'7735716	'0	'0	'0	'0	'F1420	'Culex quinquefasciatus	'Kompong Thom	'17	'19	'0	'5.8S	'17
F1422	'Culex_quinquefasciatus_5p8S_GU562872	'10380018	'20	'9.45454545454546	'0.910840949846663	'92.86	'F1422	'Culex quinquefasciatus	'Kompong Thom	'1.2	'1	'0.000192677893236794	'5.8S	'1
F1423	'Culex_quinquefasciatus_5p8S_GU562872	'10877274	'2	'0.909090909090909	'0.0835770900954512	'90.91	'F1423	'Culex quinquefasciatus	'Kompong Thom	'1.2	'2	'1.83869598209993e-05	'5.8S	'1
F1424	'Culex_quinquefasciatus_5p8S_GU562872	'9049102	'28	'13.5779220779221	'1.50047176812927	'98.7	'F1424	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0.000309422968157503	'5.8S	'8
F1425	'Culex_quinquefasciatus_5p8S_GU562872	'7369288	'0	'0	'0	'0	'F1425	'Culex quinquefasciatus	'Kompong Thom	'5.2	'5	'0	'5.8S	'5
F1426	'Culex_quinquefasciatus_5p8S_GU562872	'10742078	'0	'0	'0	'0	'F1426	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0	'5.8S	'8
F1427	'Culex_quinquefasciatus_5p8S_GU562872	'7123788	'50	'23.2857142857143	'3.26872645363875	'93.51	'F1427	'Culex quinquefasciatus	'Kompong Thom	'5.1	'5	'0.000701873778388689	'5.8S	'5
F1428	'Culex_quinquefasciatus_5p8S_GU562872	'9819224	'0	'0	'0	'0	'F1428	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0	'5.8S	'8
F1429	'Culex_quinquefasciatus_5p8S_GU562872	'18494922	'0	'0	'0	'0	'F1429	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'0	'5.8S	'8
F1430	'Culex_quinquefasciatus_5p8S_GU562872	'14943292	'6	'2.90909090909091	'0.194675370667381	'85.06	'F1430	'Culex quinquefasciatus	'Kompong Thom	'2.1	'2	'4.01517952001473e-05	'5.8S	'2
F1431	'Culex_quinquefasciatus_5p8S_GU562872	'13730062	'11	'5.22727272727273	'0.380717343248175	'87.66	'F1431	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'8.01161713617899e-05	'5.8S	'8
F1432	'Culex_quinquefasciatus_5p8S_GU562872	'13950214	'7	'3.34415584415584	'0.239720755836136	'94.16	'F1432	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'5.01784417070591e-05	'5.8S	'8
F1433	'Culex_quinquefasciatus_5p8S_GU562872	'10259524	'3	'1.38961038961039	'0.135445892968367	'92.86	'F1433	'Culex quinquefasciatus	'Kompong Thom	'8.2	'8	'2.92411226875633e-05	'5.8S	'8
F1570	'Culex_quinquefasciatus_5p8S_GU562872	'8879140	'34	'16.2532467532468	'1.83049785826631	'92.21	'F1570	'Culex quinquefasciatus	'Preah Vihear	'1.3	'1	'0.000382919967474327	'5.8S	'1
F1571	'Culex_quinquefasciatus_5p8S_GU562872	'2251234	'3	'0.935064935064935	'0.415356615556151	'77.27	'F1571	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'0.000133260247490932	'5.8S	'11
F1572	'Culex_quinquefasciatus_5p8S_GU562872	'9259096	'12	'5.74675324675325	'0.620660294131657	'98.05	'F1572	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.000129602285147492	'5.8S	'11
F1573	'Culex_quinquefasciatus_5p8S_GU562872	'7579068	'14	'6.77922077922078	'0.894466282558855	'92.86	'F1573	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.000184719282106982	'5.8S	'11
F1574	'Culex_quinquefasciatus_5p8S_GU562872	'7376686	'28	'13.1298701298701	'1.77991446699373	'92.86	'F1574	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0.000379574242417259	'5.8S	'11
F1575	'Culex_quinquefasciatus_5p8S_GU562872	'10906838	'277	'132.753246753247	'12.171561249305	'98.7	'F1575	'Culex quinquefasciatus	'Preah Vihear	'1.3	'2	'0.00253969115521841	'5.8S	'1
F1576	'Culex_quinquefasciatus_5p8S_GU562872	'4569390	'2	'0.402597402597403	'0.0881074722440857	'27.92	'F1576	'Culex quinquefasciatus	'Preah Vihear	'11.1	'101	'4.37695184696426e-05	'5.8S	'11
F1577	'Culex_quinquefasciatus_5p8S_GU562872	'6364464	'0	'0	'0	'0	'F1577	'Culex quinquefasciatus	'Preah Vihear	'4.1	'4	'0	'5.8S	'4
F1578	'Culex_quinquefasciatus_5p8S_GU562872	'11003738	'787	'375.441558441558	'34.119456355791	'99.35	'F1578	'Culex quinquefasciatus	'Preah Vihear	'2.2	'3	'0.00715211503581783	'5.8S	'2
F1579	'Culex_quinquefasciatus_5p8S_GU562872	'6606958	'4	'1.92857142857143	'0.291900058782185	'87.01	'F1579	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'6.05422344140829e-05	'5.8S	'11
F1580	'Culex_quinquefasciatus_5p8S_GU562872	'11768228	'0	'0	'0	'0	'F1580	'Culex quinquefasciatus	'Preah Vihear	'11.1	'11	'0	'5.8S	'11
F1581	'Culex_quinquefasciatus_5p8S_GU562872	'10261990	'9	'4.25974025974026	'0.415098851172166	'93.51	'F1581	'Culex quinquefasciatus	'Preah Vihear	'11.2	'11	'8.77022877628998e-05	'5.8S	'11
F1582	'Culex_quinquefasciatus_5p8S_GU562872	'13309688	'16	'7.61038961038961	'0.571793238909102	'91.56	'F1582	'Culex quinquefasciatus	'Preah Vihear	'2.1	'2	'0.000120213186064166	'5.8S	'2
F1001	'rRNA combined	'13500456	'41241	'NA	'NA	'NA	'NA	'Aedes aegypti	'Battambang & Pailin	'6.1	'6	'0.305478570501619	'rRNA combined	'6
F1002	'rRNA combined	'7595396	'96909	'NA	'NA	'NA	'NA	'Aedes aegypti	'Battambang & Pailin	'6.1	'6	'1.27589134259754	'rRNA combined	'6
F1003	'rRNA combined	'9634240	'122829	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'3.1	'3	'1.27492152987677	'rRNA combined	'3
F1004	'rRNA combined	'10499140	'54497	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.519061561232634	'rRNA combined	'6
F1005	'rRNA combined	'11350982	'53142	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'1.1	'1	'0.468170947676598	'rRNA combined	'1
F1006	'rRNA combined	'14489092	'19848	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.136985809738802	'rRNA combined	'6
F1007	'rRNA combined	'11425918	'70319	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'3.1	'3	'0.615434138421088	'rRNA combined	'3
F1008	'rRNA combined	'7570608	'24177	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.319353478610965	'rRNA combined	'6
F1009	'rRNA combined	'14390748	'60327	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'1.1	'1	'0.419206840394954	'rRNA combined	'1
F1010	'rRNA combined	'9240394	'7248	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'3.1	'3	'0.0784382137817933	'rRNA combined	'3
F1012	'rRNA combined	'11964064	'79089	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'2.2	'3	'0.661054638290133	'rRNA combined	'2
F1013	'rRNA combined	'9724094	'55780	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.573626704966036	'rRNA combined	'6
F1014	'rRNA combined	'8846766	'60935	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.688782771014855	'rRNA combined	'6
F1015	'rRNA combined	'12581618	'62194	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'1.1	'1	'0.494324338888687	'rRNA combined	'1
F1016	'rRNA combined	'7917742	'35237	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'5.1	'5	'0.445038497086669	'rRNA combined	'5
F1017	'rRNA combined	'8961060	'26454	'NA	'NA	'NA	'NA	'Aedes albopictus	'Battambang & Pailin	'6.1	'6	'0.295210611244652	'rRNA combined	'6
F1040	'rRNA combined	'12028414	'16891	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.140425828376044	'rRNA combined	'6
F1041	'rRNA combined	'20481086	'10674	'NA	'NA	'NA	'NA	'Culex quinquefasciatus	'Battambang & Pailin	'6.2	'6	'0.0521163770319601	'rRNA combined	'6
F1058	'rRNA combined	'14428646	'29045	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'1.3	'1	'0.201300939810984	'rRNA combined	'1
F1059	'rRNA combined	'17648464	'1339778	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'15.1	'15	'7.59147084981447	'rRNA combined	'15
F1060	'rRNA combined	'9292570	'759332	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'15.1	'14	'8.17138853944603	'rRNA combined	'15
F1061	'rRNA combined	'12159078	'16387	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'1.3	'1	'0.134771731869801	'rRNA combined	'1
F1062	'rRNA combined	'12038282	'323609	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'15.1	'15	'2.68816596919727	'rRNA combined	'15
F1063	'rRNA combined	'7937616	'6908	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'1.3	'2	'0.0870286494080842	'rRNA combined	'1
F1064	'rRNA combined	'9211774	'14870	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'15.1	'13	'0.161423847350141	'rRNA combined	'15
F1065	'rRNA combined	'6185034	'9756	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'15.1	'13	'0.157735592075969	'rRNA combined	'15
F1067	'rRNA combined	'6988392	'138653	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'15.1	'14	'1.98404726008501	'rRNA combined	'15
F1068	'rRNA combined	'9296110	'7936	'NA	'NA	'NA	'NA	'Aedes aegypti	'Sihanuokville	'15.1	'13	'0.0853690414592771	'rRNA combined	'15
F1069	'rRNA combined	'9625510	'55516	'NA	'NA	'NA	'NA	'Aedes albopictus	'Sihanuokville	'2.2	'3	'0.576759049650356	'rRNA combined	'2
