qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	slen	evalue	bitscore	stitle	tax_id	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2
F1567_NODE_72_length_3566_cov_2.872971_1	XP_039449371.1	90.2	848	69	4	345	1188	1	838	1612	0	1533.1	XP_039449371.1 uncharacterized protein LOC120428428 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1567_NODE_230_length_2657_cov_3.408532_3	XP_039448785.1	69.6	909	232	21	1	885	236	1124	1190	7.7e-269	937.9	XP_039448785.1 uncharacterized protein CG7065-like isoform X2 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1039_NODE_258_length_2881_cov_647.872611_2	ASA47392.1	94.6	373	20	0	125	497	1	373	373	1.8e-214	756.5	ASA47392.1 RdRp [Culex luteo-like virus]	2010270	Viruses||||||Culex luteo-like virus||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Culex luteo-like virus	NA	NA	NA	NA
F1005_NODE_2648_length_1444_cov_5.634989_2	XP_029736375.1	87.7	479	57	1	1	479	482	958	1585	3.4e-154	556.2	XP_029736375.1 LOW QUALITY PROTEIN: uncharacterized protein LOC115271077 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1019_NODE_263_length_3305_cov_9.376308_1	XP_021694087.1	83.8	631	91	5	46	668	25	652	911	4.1e-281	978.8	XP_021694087.1 uncharacterized protein LOC5576112 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1533_NODE_1409_length_1791_cov_1.167051_1	EAT36429.1	88.3	349	35	2	20	362	1	349	762	1.7e-97	367.5	EAT36429.1 AAEL011495-PA [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1172_NODE_1572_length_1141_cov_1.639963_1	ASA47308.1	60.1	378	151	0	1	378	166	543	543	1.3e-129	474.2	ASA47308.1 RdRp [Wilkie partiti-like virus 2]	2010284	Viruses||||||Wilkie partiti-like virus 2||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Wilkie partiti-like virus 2	NA	NA	NA	NA
F1177_NODE_38_length_2985_cov_20.349829_4	XP_019538841.2	78.9	777	140	9	19	783	1	765	1047	6.8e-272	948	XP_019538841.2 probable serine/threonine-protein kinase kinX isoform X5 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1177_NODE_531_length_1629_cov_2.590851_1	XP_021704315.1	88.1	480	52	3	1	477	160	637	637	3.4e-146	529.6	XP_021704315.1 TOX high mobility group box family member 3 isoform X4 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1102_NODE_615_length_2456_cov_2.723865_2	EDS36233.1	83.5	407	56	6	3	400	682	1086	1284	3.1e-174	622.9	EDS36233.1 conserved hypothetical protein [Culex quinquefasciatus]	7176	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex quinquefasciatus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda|||||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1643_NODE_2912_length_1445_cov_12.306475_3	EAT32906.1	34.7	121	66	2	170	290	66	173	603	8.1e-11	79.7	EAT32906.1 AAEL014855-PA [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1643_NODE_3041_length_1412_cov_1.521002_1	KXJ75983.1	73.7	331	81	4	2	331	592	917	917	1.2e-65	261.5	KXJ75983.1 hypothetical protein RP20_CCG010517 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1643_NODE_3836_length_1244_cov_2.120269_1	XP_021709050.1	65.4	347	87	12	1	331	1809	2138	2138	5.7e-92	349	XP_021709050.1 probable helicase with zinc finger domain [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1643_NODE_4656_length_1113_cov_2.011342_1	XP_001662412.1	93.2	370	25	0	1	370	14	383	450	5e-206	728	XP_001662412.1 nedd8-activating enzyme E1 catalytic subunit [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1643_NODE_4906_length_1075_cov_3.459804_1	XP_019535949.2	88.8	242	22	2	1	237	198	439	590	1.2e-111	414.5	XP_019535949.2 nucleobindin-2-like [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1471_NODE_305_length_3152_cov_8.978689_1	XP_021708558.1	73.5	668	147	7	22	682	1	645	645	5e-276	961.4	XP_021708558.1 patatin-like phospholipase domain-containing protein 3 isoform X4 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1471_NODE_1163_length_2014_cov_2.015824_1	XP_021694618.1	59.7	402	143	5	18	419	1704	2086	2728	1.3e-108	405.2	XP_021694618.1 protein lap4 isoform X7 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1471_NODE_1240_length_1974_cov_1.251694_1	XP_021706397.1	55.3	733	248	8	1	656	269	998	2054	2.3e-145	527.3	XP_021706397.1 ankyrin-2 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1205_NODE_2780_length_1618_cov_4.910429_2	XP_019535949.2	90.7	429	39	1	50	478	1	428	590	5.2e-204	721.8	XP_019535949.2 nucleobindin-2-like [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1205_NODE_3278_length_1503_cov_1.097376_1	KXJ78484.1	84.6	487	75	0	1	487	33	519	524	1.1e-245	860.1	KXJ78484.1 hypothetical protein RP20_CCG004530 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1205_NODE_3427_length_1473_cov_1.172073_1	XP_039452822.1	61.8	364	108	2	1	363	543	876	1122	1.6e-122	450.7	XP_039452822.1 uncharacterized protein LOC120431770 [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1185_NODE_510_length_2126_cov_18.463061_2	XP_021713284.1	71.5	708	189	3	1	708	2	696	1229	1.5e-206	730.7	XP_021713284.1 uncharacterized protein LOC5574048 [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1007_NODE_2272_length_1051_cov_3.190763_1	KXJ68489.1	98.9	350	4	0	1	350	49	398	750	1.6e-198	703	KXJ68489.1 hypothetical protein RP20_CCG003161 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1335_NODE_5988_length_1053_cov_0.815631_1	XP_029730122.1	85.6	257	31	1	1	251	425	681	682	1.3e-118	437.6	XP_029730122.1 uncharacterized protein LOC115267339 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1335_NODE_6156_length_1033_cov_2.796524_1	XP_021694991.1	100	174	0	0	118	291	89	262	791	1.2e-46	198.4	XP_021694991.1 eukaryotic translation initiation factor 3 subunit A [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1335_NODE_6534_length_993_cov_2.037313_1	XP_049467022.1	70.3	330	98	0	1	330	434	763	1615	8.3e-136	494.6	XP_049467022.1 uncharacterized protein LOC125908353 [Anopheles coluzzii]	1518534	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Anopheles|Anopheles coluzzii||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Pyretophorus|Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|gambiae species complex||||||||||||||Pterygota||Anophelinae|Cellia||Nematocera|Hexapoda|||||Culicoidea||||	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles coluzzii	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1039_NODE_900_length_1994_cov_16.515214_2	CAB0007987.1	59.6	57	23	0	1	57	114	170	173	1.2e-07	68.9	CAB0007987.1 unnamed protein product, partial [Nesidiocoris tenuis]	355587	Eukaryota|Arthropoda|Insecta|Hemiptera|Miridae|Nesidiocoris|Nesidiocoris tenuis||Opisthokonta|Eumetazoa|Euheteroptera|Neoheteroptera|Panheteroptera||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Prosorrhyncha|Paraneoptera|||||Neoptera|Cimicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Bryocorinae|||Heteroptera|Hexapoda|||Dicyphina||Cimicoidea|||Dicyphini|	Eukaryota	Arthropoda	Insecta	Hemiptera	Miridae	Nesidiocoris	Nesidiocoris tenuis	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1630_NODE_1251_length_1810_cov_19.467806_1	KXJ74862.1	33.4	500	320	5	48	537	1	497	501	3.2e-76	297.4	KXJ74862.1 hypothetical protein RP20_CCG012673, partial [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1630_NODE_3305_length_1175_cov_1.184821_1	EAT45165.1	89.4	340	34	2	9	346	661	1000	1000	1.8e-173	619.8	EAT45165.1 AAEL003540-PA [Aedes aegypti]	7159	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes aegypti||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1542_NODE_62_length_3846_cov_8.102611_1	XP_029716850.1	57.8	277	69	4	22	250	1	277	883	6.7e-40	176	XP_029716850.1 uncharacterized protein LOC109424462 isoform X2 [Aedes albopictus]	7160	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Aedes|Aedes albopictus||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|||||||||||||||Pterygota||Culicinae|Stegomyia||Nematocera|Hexapoda|||||Culicoidea|||Aedini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1543_NODE_2_length_10836_cov_97.382989_4	QSL97717.1	73.4	2032	539	1	4	2034	1	2032	2032	0	3099.3	QSL97717.1 L protein [Menghai rhabdovirus]	1919071	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae|Almendravirus|Almendravirus menghai||Riboviria||||||||||||||||||||||||||||Orthornavirae||Menghai rhabdovirus|||||||||||||||||Alpharhabdovirinae||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Almendravirus	Almendravirus menghai	Orthornavirae	Riboviria	NA	NA
F1543_NODE_27_length_5990_cov_6.343724_1	ASN64747.1	80.8	1982	380	1	1	1981	3	1984	1985	0	3320	ASN64747.1 RNA-dependent RNA polymerase [Crithidia G15 virus]	2022115	Viruses||||||Crithidia G15 virus||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Crithidia G15 virus	NA	NA	NA	NA
F1039_NODE_1184_length_1839_cov_4.127803_2	XP_039430511.1	87.7	603	61	7	1	599	279	872	1486	1.4e-285	993	XP_039430511.1 extracellular sulfatase SULF-1 homolog [Culex pipiens pallens]	42434	Eukaryota|Arthropoda|Insecta|Diptera|Culicidae|Culex|Culex pipiens||Opisthokonta|Eumetazoa|||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia||Endopterygota|||||Neoptera|Culicomorpha||Metazoa||cellular organisms|Culex pipiens complex||||||||||||||Pterygota||Culicinae|Culex||Nematocera|Hexapoda||Culex pipiens pallens|||Culicoidea|||Culicini|	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1390_NODE_2924_length_1261_cov_1.422886_1	AAX28841.1	61.9	391	145	3	4	391	102	491	1000	4.3e-139	505.8	AAX28841.1 RNA-dependent DNA polymerase [Drosophila melanogaster]	7227	Eukaryota|Arthropoda|Insecta|Diptera|Drosophilidae|Drosophila|Drosophila melanogaster||Opisthokonta|Eumetazoa|Cyclorrhapha||||||||||Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Mandibulata|Pancrustacea|Dicondylia|Eremoneura|Endopterygota|||||Neoptera|Muscomorpha||Metazoa||cellular organisms|Schizophora|Acalyptratae|||||||||melanogaster group|melanogaster subgroup|||Pterygota||Drosophilinae|Sophophora||Brachycera|Hexapoda|||||Ephydroidea|||Drosophilini|	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila melanogaster	Metazoa	Opisthokonta	Eumetazoa	Bilateria
F1392_NODE_1_length_10754_cov_548.269558_2	YP_009344962.1	89.2	3356	359	2	24	3377	9	3363	3364	0	6166.6	YP_009344962.1 polyprotein [Palm Creek virus]	1302179	Viruses|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|Palm Creek virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Flavivirus||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Palm Creek virus	Orthornavirae	Riboviria	NA	NA
F1097_NODE_1_length_12217_cov_2063.855123_4	DAZ85658.1	52.8	2057	949	9	48	2093	15	2060	2081	0	2163.3	DAZ85658.1 TPA_asm: large polymerase protein [San Gabriel mononegavirus]	2892542	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|||San Gabriel mononegavirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Mononegavirales|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	San Gabriel mononegavirus	Orthornavirae	Riboviria	NA	NA
F1097_NODE_5_length_3277_cov_171.617629_1	QTW97841.1	52.7	1004	456	11	9	1002	5	999	1078	5.2e-296	1028.5	QTW97841.1 RNA-dependent RNA polymerase, partial [Riboviria sp.]	2585031	Viruses||||||Riboviria sp.||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Riboviria sp.	NA	Riboviria	NA	NA
