qseqid	tax_id	evalue	Collapsed_lineage	superkingdom	phylum	class	order	family	genus	species	kingdom	realm	clade1	clade2	orf_id	contig_id	possibly_cellular_contig	target	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	contig_set	orf_start	orf_end	orf_sense	orf_len	sseqid_be	pident_be	length_be	mismatch_be	gapopen_be	qstart_be	qend_be	sstart_be	send_be	slen_be	evalue_be	bitscore_be	stitle_be	tax_id_be	Collapsed_lineage_be	superkingdom_be	phylum_be	class_be	order_be	family_be	genus_be	species_be	kingdom_be	realm_be	clade1_be	clade2_be	rdrp_scan_vir_group	RdRP_scan_match_with_DMND	orf_id_original	qstart_be_nt	qend_be_nt
F1360_NODE_4105_length_1606_cov_2.191489_1	10239	6.8e-144	Viruses||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F1360_NODE_4105_length_1606_cov_2.191489_1	F1360_NODE_4105_length_1606_cov_2.191489	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	3.5e-83	272.8	1.2	4e-83	272.6	1.2	1	1	0	0	1	1	1	1	N	1604	234	REVERSE	1370	UDL14417.1	56.4	456	197	2	1	455	86	540	541	6.8e-144	521.9	UDL14417.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]	1955170	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||Partitiviridae sp.||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Partitiviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Partitiviridae sp.	Orthornavirae	Riboviria	NA	NA	Durnavirales	BestHit	F1360_NODE_4105_length_1606_cov_2.191489_1	NA	NA
F1429_NODE_1_length_14505_cov_534.938062_5	35303	0	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Rhabdoviridae|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	4.3e-224	738.5	4.2	8.8e-224	737.5	4.2	14	1	0	0	1	1	1	1	G	7250	375	REVERSE	6875	QEM39120.1	99.7	2290	8	0	3	2292	1	2290	2290	0	4654.4	QEM39120.1 RNA-dependent RNA polymerase [Guadeloupe Culex rhabdovirus]	2607740	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Rhabdoviridae||Guadeloupe Culex rhabdovirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Rhabdoviridae|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Guadeloupe Culex rhabdovirus	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1429_NODE_1_length_14505_cov_534.938062_5	NA	NA
F1429_NODE_4_length_9909_cov_248.781510_1	2201284	0	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|||Bundaberg bee virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Picornavirales||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Bundaberg bee virus 1	Orthornavirae	Riboviria	NA	NA	F1429_NODE_4_length_9909_cov_248.781510_1	F1429_NODE_4_length_9909_cov_248.781510	0	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	4.4e-107	351.5	0.1	4.4e-107	351.5	0.1	36	4	0	0	4	4	4	1	N	9315	3028	REVERSE	6287	AWK77854.1	66.8	1891	576	13	226	2096	248	2106	2106	0	2475.7	AWK77854.1 nonstructural polyprotein [Bundaberg bee virus 1]	2201284	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|||Bundaberg bee virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Picornavirales||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	NA	NA	Bundaberg bee virus 1	Orthornavirae	Riboviria	NA	NA	Picornavirales	BestHit	F1429_NODE_4_length_9909_cov_248.781510_1	NA	NA
F1429_NODE_5_length_7904_cov_47.608613_1	2940672	0	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Dicistroviridae||Flumine dicistrovirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Dicistroviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	NA	Flumine dicistrovirus 1	Orthornavirae	Riboviria	NA	NA	F1429_NODE_5_length_7904_cov_47.608613_1	F1429_NODE_5_length_7904_cov_47.608613	0	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	2.6e-106	348.9	0.1	2.6e-106	348.9	0.1	21	2	0	0	2	2	2	1	G	3	4742	FORWARD	4739	UQB75999.1	71.4	1590	429	11	1	1577	349	1926	1930	0	2310.4	UQB75999.1 non-structural polyprotein [Flumine dicistrovirus 1]	2940672	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Dicistroviridae||Flumine dicistrovirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Dicistroviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	NA	Flumine dicistrovirus 1	Orthornavirae	Riboviria	NA	NA	Picornavirales	BestHit	F1429_NODE_5_length_7904_cov_47.608613_1	NA	NA
F1429_NODE_9_length_6621_cov_210.512641_1	232795	0	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Dicistroviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1429_NODE_9_length_6621_cov_210.512641_1	F1429_NODE_9_length_6621_cov_210.512641	0	ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	1.4e-108	356.4	0.8	1.4e-108	356.4	0.8	19	2	0	0	2	2	2	1	G	1	5664	FORWARD	5663	QBL75887.1	57.7	1940	722	25	20	1885	36	1951	1954	0	2162.5	QBL75887.1 putative non-structural polyprotein [Solenopsis invicta virus 6]	2547312	Viruses|Pisuviricota|Pisoniviricetes|Picornavirales|Dicistroviridae|Cripavirus|Solenopsis invicta virus 6||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Cripavirus||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Solenopsis invicta virus 6	Orthornavirae	Riboviria	NA	NA	Picornavirales	BestHit	F1429_NODE_9_length_6621_cov_210.512641_1	NA	NA
F1429_NODE_41_length_3715_cov_163.154918_1	1923182	0	Viruses||||||Hubei reo-like virus 7||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei reo-like virus 7	NA	Riboviria	NA	NA	F1429_NODE_41_length_3715_cov_163.154918_1	F1429_NODE_41_length_3715_cov_163.154918	0	ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	2.1e-94	309.6	0	2.1e-94	309.6	0	17	2	0	0	2	2	2	1	G	3657	19	REVERSE	3638	AZL88835.1	98.2	1212	22	0	2	1213	1	1212	1212	0	2393.2	AZL88835.1 RNA-dependent RNA polymerase [Hubei reo-like virus 7]	1923182	Viruses||||||Hubei reo-like virus 7||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei reo-like virus 7	NA	Riboviria	NA	NA	Reovirales	no match	F1429_NODE_41_length_3715_cov_163.154918_1	NA	NA
F1560_NODE_10_length_7199_cov_155.988802_1	1608059	0	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Peribunyaviridae||Qingnian Mosquito Virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Peribunyaviridae|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Qingnian Mosquito Virus	Orthornavirae	Riboviria	NA	NA	F1560_NODE_10_length_7199_cov_155.988802_1	F1560_NODE_10_length_7199_cov_155.988802	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	1.4e-83	274.2	24.5	1.4e-83	274.2	24.5	23	2	1	0	2	2	2	1	G	7197	124	REVERSE	7073	QTW97785.1	95.7	2331	100	0	28	2358	1	2331	2331	0	4427.1	QTW97785.1 RNA-dependent RNA polymerase [Qingnian Mosquito Virus]	1608059	Viruses|Negarnaviricota|Ellioviricetes|Bunyavirales|Peribunyaviridae||Qingnian Mosquito Virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Peribunyaviridae|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Qingnian Mosquito Virus	Orthornavirae	Riboviria	NA	NA	Ellioviricetes	BestHit	F1560_NODE_10_length_7199_cov_155.988802_1	NA	NA
F1058_NODE_3_length_12924_cov_213.147486_5	2501985	0	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Xinmoviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1058_NODE_3_length_12924_cov_213.147486_5	F1058_NODE_3_length_12924_cov_213.147486	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	5.1e-178	586.1	1.8	1e-177	585.1	1.8	14	1	0	0	1	1	1	1	G	6686	528	REVERSE	6158	AWW13507.1	99.9	2034	3	0	20	2053	1	2034	2034	0	4098.9	AWW13507.1 RdRP protein [Aedes anphevirus]	2230910	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|Xinmoviridae|Gylbovirus|Gylbovirus aagae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Aedes anphevirus|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Xinmoviridae	Gylbovirus	Gylbovirus aagae	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1058_NODE_3_length_12924_cov_213.147486_5	NA	NA
F1058_NODE_249_length_2873_cov_1427.914478_2	1670677	1.6e-295	Viruses||||||Humaita-Tubiacanga virus||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Humaita-Tubiacanga virus	NA	NA	NA	NA	F1058_NODE_249_length_2873_cov_1427.914478_2	F1058_NODE_249_length_2873_cov_1427.914478	0	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	5.5e-87	285.4	2.6	6.7e-87	285.2	2.6	1	1	0	0	1	1	1	1	G	1175	2722	FORWARD	1547	QEM39297.1	99.4	505	3	0	12	516	1	505	505	1.6e-295	1025.8	QEM39297.1 RNA-dependent RNA polymerase [Humaita-Tubiacanga virus]	1670677	Viruses||||||Humaita-Tubiacanga virus||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Humaita-Tubiacanga virus	NA	NA	NA	NA	Sobelivirales	no match	F1058_NODE_249_length_2873_cov_1427.914478_2	NA	NA
F1058_NODE_389_length_2500_cov_57.082209_1	11308	0	Viruses|Negarnaviricota|Insthoviricetes|Articulavirales|Orthomyxoviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae|||||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1058_NODE_389_length_2500_cov_57.082209_1	F1058_NODE_389_length_2500_cov_57.082209	0	ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	2.3e-193	636.6	0.5	3e-193	636.2	0.5	1	1	0	0	1	1	1	1	N	2498	87	REVERSE	2411	QRW42591.1	99.5	786	4	0	19	804	1	786	786	0	1594.3	QRW42591.1 MAG: polymerase PB1 [Guadeloupe mosquito quaranja-like virus 1]	2607737	Viruses|Negarnaviricota|Insthoviricetes|Articulavirales|Orthomyxoviridae|Quaranjavirus|Guadeloupe mosquito quaranja-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Quaranjavirus|||||||||||||||||||||Polyploviricotina|||||||||	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Guadeloupe mosquito quaranja-like virus 1	Orthornavirae	Riboviria	NA	NA	Insthoviricetes	BestHit	F1058_NODE_389_length_2500_cov_57.082209_1	NA	NA
F1011_NODE_1_length_12910_cov_159.228082_5	2559587	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1011_NODE_1_length_12910_cov_159.228082_5	F1011_NODE_1_length_12910_cov_159.228082	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	4.6e-195	642.5	0	7.3e-195	641.8	0	12	1	0	0	1	1	1	1	G	6393	12650	FORWARD	6257	DAZ85658.1	64.8	2065	725	1	15	2079	7	2069	2081	0	2748	DAZ85658.1 TPA_asm: large polymerase protein [San Gabriel mononegavirus]	2892542	Viruses|Negarnaviricota|Monjiviricetes|Mononegavirales|||San Gabriel mononegavirus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Mononegavirales|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	San Gabriel mononegavirus	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1011_NODE_1_length_12910_cov_159.228082_5	NA	NA
F1011_NODE_2_length_5406_cov_31.927864_1	1925501	0	Viruses||||||Salarivirus Mos8CM0||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Salarivirus Mos8CM0	NA	NA	NA	NA	F1011_NODE_2_length_5406_cov_31.927864_1	F1011_NODE_2_length_5406_cov_31.927864	0	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	5.4e-119	391.5	5.1	8.4e-119	390.8	5.1	12	1	0	0	1	1	1	1	N	5399	3	REVERSE	5396	API61884.1	54.8	1821	777	6	18	1797	12	1826	2547	0	1951	API61884.1 RNA-dependent RNA polymerase, partial [Salarivirus Mos8CM0]	1925501	Viruses||||||Salarivirus Mos8CM0||||||||||||||||||||||||||||||||unclassified viruses||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Salarivirus Mos8CM0	NA	NA	NA	NA	Ellioviricetes	no match	F1011_NODE_2_length_5406_cov_31.927864_1	NA	NA
F1424_NODE_40_length_1858_cov_2432.250139_1	1923029	0	Viruses||||||Hubei partiti-like virus 22||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei partiti-like virus 22	NA	Riboviria	NA	NA	F1424_NODE_40_length_1858_cov_2432.250139_1	F1424_NODE_40_length_1858_cov_2432.250139	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	4.4e-115	378.1	0.5	5.8e-115	377.8	0.5	1	1	0	0	1	1	1	1	N	1	1746	FORWARD	1745	BBQ05104.1	99.5	564	3	0	19	582	1	564	564	0	1156.4	BBQ05104.1 RNA-dependent RNA polymerase [Hubei partiti-like virus 22]	1923029	Viruses||||||Hubei partiti-like virus 22||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria|unclassified RNA viruses ShiM-2016|||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Hubei partiti-like virus 22	NA	Riboviria	NA	NA	Durnavirales	no match	F1424_NODE_40_length_1858_cov_2432.250139_1	NA	NA
F1425_NODE_145_length_1791_cov_19.676843_1	2587553	1.1e-175	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Botourmiaviridae||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1425_NODE_145_length_1791_cov_19.676843_1	F1425_NODE_145_length_1791_cov_19.676843	0	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2.5e-160	527.9	23.5	3.4e-160	527.5	23.5	1	1	0	0	1	1	1	1	N	1790	3	REVERSE	1787	UJQ92001.1	56.8	565	239	5	34	595	9	571	623	1.1e-175	627.9	UJQ92001.1 MAG: putative RNA-dependent RNA polymerase [Botourmiaviridae sp.]	2808997	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae||Botourmiaviridae sp.||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Botourmiaviridae||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	Botourmiaviridae sp.	Orthornavirae	Riboviria	NA	NA	Ourlivirales	BestHit	F1425_NODE_145_length_1791_cov_19.676843_1	NA	NA
F1156_NODE_2_length_7200_cov_572.252624_5	2559587	0	Viruses||||||||Riboviria||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	NA	NA	Riboviria	NA	NA	F1156_NODE_2_length_7200_cov_572.252624_5	F1156_NODE_2_length_7200_cov_572.252624	0	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	7.8e-94	307.8	0.1	7.8e-94	307.8	0.1	18	1	1	1	2	2	2	1	G	3485	171	REVERSE	3314	QLJ83492.1	76.3	750	178	0	87	836	1	750	759	0	1211.4	QLJ83492.1 RNA-dependent RNA polymerase, partial [Fitzroy Crossing toti-like virus 2]	2755154	Viruses|Duplornaviricota|Chrymotiviricetes|Ghabrivirales|Totiviridae||Fitzroy Crossing toti-like virus 2||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Totiviridae||||||||||||||||||||||||||||||	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Fitzroy Crossing toti-like virus 2	Orthornavirae	Riboviria	NA	NA	Ghabrivirales	BestHit	F1156_NODE_2_length_7200_cov_572.252624_5	NA	NA
F1156_NODE_25_length_2967_cov_121.096841_1	2686565	0	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Penoulivirus|Penoulivirus thetaplasmoparae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Plasmopara viticola lesion associated ourmia-like virus 90||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Penoulivirus	Penoulivirus thetaplasmoparae	Orthornavirae	Riboviria	NA	NA	F1156_NODE_25_length_2967_cov_121.096841_1	F1156_NODE_25_length_2967_cov_121.096841	0	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	1.8e-97	320	0.1	1.8e-97	320	0.1	21	1	1	1	2	2	2	1	G	296	2878	FORWARD	2582	QGY72620.1	87.7	828	101	1	9	836	1	827	827	0	1461	QGY72620.1 RNA dependent RNA polymerase, partial [Plasmopara viticola lesion associated ourmia-like virus 90]	2686565	Viruses|Lenarviricota|Miaviricetes|Ourlivirales|Botourmiaviridae|Penoulivirus|Penoulivirus thetaplasmoparae||Riboviria||||||||||||||||||||||||||||Orthornavirae||Plasmopara viticola lesion associated ourmia-like virus 90||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Penoulivirus	Penoulivirus thetaplasmoparae	Orthornavirae	Riboviria	NA	NA	Ourlivirales	BestHit	F1156_NODE_25_length_2967_cov_121.096841_1	NA	NA
F1156_NODE_65_length_2243_cov_7.962523_2	186766	6.2e-216	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae||||Riboviria||||||||||||||||||||||||||||Orthornavirae||||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	NA	Orthornavirae	Riboviria	NA	NA	F1156_NODE_65_length_2243_cov_7.962523_2	F1156_NODE_65_length_2243_cov_7.962523	0	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	3.7e-06	18.2	0	5.5e-06	17.6	0	12	1	0	0	1	1	1	1	N	2241	52	REVERSE	2189	QZE12031.1	58	695	280	5	18	709	20	705	712	6.2e-216	761.9	QZE12031.1 MAG: hypothetical protein [Sclerotinia sclerotiorum narnavirus 1]	2822897	Viruses|Lenarviricota|Amabiliviricetes|Wolframvirales|Narnaviridae|Narnavirus|Sclerotinia sclerotiorum narnavirus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Narnavirus||||||||||||||||||||||||||||||	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Sclerotinia sclerotiorum narnavirus 1	Orthornavirae	Riboviria	NA	NA	Wolframvirales	BestHit	F1156_NODE_65_length_2243_cov_7.962523_2	NA	NA
F1157_NODE_12_length_1742_cov_6.048014_1	2741906	4.3e-294	Viruses||||||Erysiphe necator associated virus 5||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Erysiphe necator associated virus 5	NA	Riboviria	NA	NA	F1157_NODE_12_length_1742_cov_6.048014_1	F1157_NODE_12_length_1742_cov_6.048014	0	Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	2.4e-46	150.7	1.5	2.9e-46	150.4	1.5	1	1	0	0	1	1	1	1	N	1741	86	REVERSE	1655	QKI79987.1	92.7	535	34	2	18	552	1	530	530	4.3e-294	1021.1	QKI79987.1 RNA-dependent RNA polymerase [Erysiphe necator associated virus 5]	2741906	Viruses||||||Erysiphe necator associated virus 5||Riboviria||||||||||||||||||||||||||||||unclassified Riboviria||||||||||||||||||||||||||||||	Viruses	NA	NA	NA	NA	NA	Erysiphe necator associated virus 5	NA	Riboviria	NA	NA	Kitrinoviricota	no match	F1157_NODE_12_length_1742_cov_6.048014_1	NA	NA
F1161_NODE_1_length_11153_cov_400.498018_2	39686	0	Viruses|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Flavivirus||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	NA	Orthornavirae	Riboviria	NA	NA	F1161_NODE_1_length_11153_cov_400.498018_2	F1161_NODE_1_length_11153_cov_400.498018	0	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	1.2e-99	327.1	3	2e-99	326.3	3	12	1	0	0	1	1	1	1	G	110	10171	FORWARD	10061	ATL63282.1	99.7	3349	9	0	6	3354	1	3349	3349	0	6734	ATL63282.1 polyprotein [La Tina virus]	2045187	Viruses|Kitrinoviricota|Flasuviricetes|Amarillovirales|Flaviviridae|Flavivirus|La Tina virus||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Flavivirus||||||||||||||||||||||||||||||	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	La Tina virus	Orthornavirae	Riboviria	NA	NA	Amarillovirales	BestHit	F1161_NODE_1_length_11153_cov_400.498018_2	NA	NA
F1001_NODE_2217_length_1552_cov_1570.360721_1	2892537	6.7e-283	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||Aedes partiti-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Partitiviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aedes partiti-like virus 1	Orthornavirae	Riboviria	NA	NA	F1001_NODE_2217_length_1552_cov_1570.360721_1	F1001_NODE_2217_length_1552_cov_1570.360721	0	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1.1e-94	310.7	2.8	1.4e-94	310.4	2.8	1	1	0	0	1	1	1	1	G	37	1497	FORWARD	1460	DAZ85671.1	100	471	0	0	17	487	1	471	471	6.7e-283	983.8	DAZ85671.1 TPA_asm: RNA-dependent RNA polymerase [Aedes partiti-like virus 1]	2892537	Viruses|Pisuviricota|Duplopiviricetes|Durnavirales|Partitiviridae||Aedes partiti-like virus 1||Riboviria||||||||||||||||||||||||||||Orthornavirae||unclassified Partitiviridae||||||||||||||||||||||||||||||	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aedes partiti-like virus 1	Orthornavirae	Riboviria	NA	NA	Durnavirales	BestHit	F1001_NODE_2217_length_1552_cov_1570.360721_1	NA	NA
F1051_NODE_1_length_12044_cov_1008.365835_1	1758883	0	Viruses|Negarnaviricota|Monjiviricetes|Jingchuvirales|Chuviridae|Culicidavirus|Culicidavirus imjinense||Riboviria||||||||||||||||||||||||||||Orthornavirae||Imjin River virus 1|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Jingchuvirales	Chuviridae	Culicidavirus	Culicidavirus imjinense	Orthornavirae	Riboviria	NA	NA	F1051_NODE_1_length_12044_cov_1008.365835_1	F1051_NODE_1_length_12044_cov_1008.365835	0	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	3.2e-183	603.3	4.7	5.3e-183	602.6	4.7	13	1	0	0	1	1	1	1	G	11905	5396	REVERSE	6509	YP_009182177.1	97.9	2159	45	0	12	2170	1	2159	2159	0	4261.4	YP_009182177.1 putative RNA-dependent RNA polymerase [Imjin River virus 1]	1758883	Viruses|Negarnaviricota|Monjiviricetes|Jingchuvirales|Chuviridae|Culicidavirus|Culicidavirus imjinense||Riboviria||||||||||||||||||||||||||||Orthornavirae||Imjin River virus 1|||||||||||||||||||||Haploviricotina|||||||||	Viruses	Negarnaviricota	Monjiviricetes	Jingchuvirales	Chuviridae	Culicidavirus	Culicidavirus imjinense	Orthornavirae	Riboviria	NA	NA	Monjiviricetes	BestHit	F1051_NODE_1_length_12044_cov_1008.365835_1	NA	NA
